age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
105.0925880868068,Default,12.0,Default,Default,Default,Default,Default,0.0,1413.557962313939,nan,<=50K
150.57210667689384,Default,13.0,Default,Default,Default,Default,Default,,0.0,40.0,<=50K
32.0,,,,?,Husband,Black,Male,,0.0,104.2536056287472,<=50K
27.0,Private,2764.8819139485904,,,,Amer-Indian-Eskimo,,,,450.0,>50K
35.00671960763595,?,16.0,Never-married,,Own-child,White,Female,,,30.78924876321075,<=50K
,Default,3.9566818624549143,Default,Default,Default,Default,Default,10520.0,,800.7250927736993,<=50K
192.76838353177445,Default,-5.449482307772188,Default,Default,Default,Default,Default,nan,0.0,59.54967963154682,<=50K
13.22340550303278,Private,,Married-spouse-absent,Exec-managerial,,Amer-Indian-Eskimo,Male,,0.0,400.0,>50K
30.0,,8.828754806135557,Married-civ-spouse,,,White,,0.0,2497.0653255918005,,>50K
0.0,Default,9.0,Default,Default,Default,Default,Default,0.0,-756.7852077803623,350.0,<=50K
28.0,,1500.0,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,,0.0,36.0,<=50K
,,900.0,Married-civ-spouse,,Wife,White,Female,,,,>50K
580.0,Default,,Default,Default,Default,Default,Default,-633415.2258303466,0.0,50.0,<=50K
31.0,Private,500.0,,,Unmarried,,,0.0,,40.0,<=50K
67.0,,20.10307113865953,Married-spouse-absent,,,White,,,0.0,500.0,>50K
23.0,Private,,,,Wife,White,Female,-11366.346051147682,0.0,45.0,>50K
194.5336000173151,Default,nan,Default,Default,Default,Default,Default,-44660.91761697903,3599.718320896105,nan,<=50K
32.7928630554894,Self-emp-not-inc,,,Transport-moving,Not-in-family,White,Female,,,40.0,<=50K
154.64341197847293,Default,900.0,Default,Default,Default,Default,Default,nan,nan,35.0,>50K
139.56394556083487,Default,nan,Default,Default,Default,Default,Default,nan,0.0,2.3583294167282034,<=50K
58.0,,,Married-spouse-absent,,Husband,,,31950878.230556462,0.0,40.0,>50K
29.0,,9.0,Separated,Prof-specialty,Other-relative,,Female,0.0,0.0,250.0,<=50K
200.0,Private,,Never-married,Craft-repair,,,,0.0,,,<=50K
46.0,Default,3.0,Default,Default,Default,Default,Default,0.0,0.0,,<=50K
,Self-emp-inc,19.902378323886744,,Sales,Husband,White,Male,99999000.0,0.0,860.819428761982,>50K
25.0,Self-emp-not-inc,14.0,,Exec-managerial,Not-in-family,,,37170563.61372737,49.44668040389511,77.13873760408853,<=50K
,Default,,Default,Default,Default,Default,Default,,0.0,11.745966673892902,<=50K
,Default,7.0,Default,Default,Default,Default,Default,,0.0,,<=50K
400.0,,10.0,,,Own-child,White,Female,0.0,1269.4939963529077,24.983271822998585,<=50K
,,13.0,,,,Amer-Indian-Eskimo,Female,0.0,0.0,30.0,>50K
126.64417487062065,Default,9.0,Default,Default,Default,Default,Default,0.0,0.0,55.0,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,nan,nan,45.0,>50K
270.0,,,Divorced,Machine-op-inspct,Husband,White,Male,0.0,0.0,400.0,<=50K
27.0,,900.0,Married-spouse-absent,,Unmarried,,Male,,,,<=50K
48.0,Self-emp-not-inc,5.0,Married-spouse-absent,,,,,0.0,0.0,,<=50K
58.0,Private,5.0,,,Other-relative,,,0.0,0.0,40.0,>50K
,Private,,,,Not-in-family,,,-15085.403787458621,,,>50K
,Default,900.0,Default,Default,Default,Default,Default,0.0,0.0,48.01758495908487,<=50K
51.0,,2.288546063377762,Married-AF-spouse,,,Amer-Indian-Eskimo,,0.0,0.0,400.0,<=50K
18.0,,,Never-married,,,,Female,20051.0,0.0,,<=50K
39.27520876770224,,,Divorced,Other-service,,,,0.0,0.0,32.0,<=50K
36.0,Private,1.5256175225193083,,Machine-op-inspct,,,Male,,0.0,36.38634442661935,<=50K
170.37237706951697,Default,1000.0,Default,Default,Default,Default,Default,0.0,0.0,16.0,<=50K
,,5.0,Widowed,,Unmarried,White,Male,0.0,666.1222531029578,40.0,<=50K
1612.384138309161,State-gov,,Never-married,Adm-clerical,,,Female,,,33.69459714000342,<=50K
0.0,Default,1127.4168789574862,Default,Default,Default,Default,Default,nan,0.0,40.0,<=50K
38.0,,,Married-AF-spouse,Craft-repair,,Amer-Indian-Eskimo,,0.0,0.0,40.0,<=50K
490.0,,,Married-civ-spouse,Priv-house-serv,,,,62623695.958154656,1447.4304721668746,,>50K
117.25307616619072,Default,900.0,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
45.0,,9.0,Widowed,,Unmarried,,,0.0,0.0,,<=50K
,,700.0,Married-AF-spouse,Other-service,,,Male,0.0,0.0,56.04317933583855,<=50K
0.0,Default,10.0,Default,Default,Default,Default,Default,-7838.092872636447,nan,350.0,<=50K
,Default,,Default,Default,Default,Default,Default,0.0,0.0,45.0,>50K
42.0,Self-emp-not-inc,1000.0,,Transport-moving,,,Male,,0.0,,>50K
,,10.0,,Sales,Other-relative,Amer-Indian-Eskimo,,0.0,,40.0,<=50K
22.0,,10.0,,,Other-relative,,,,0.0,40.0,>50K
,,10.0,,Transport-moving,,Asian-Pac-Islander,Female,-27811.916999924764,0.0,18.0,<=50K
46.0,Self-emp-not-inc,10.0,,Craft-repair,Husband,White,Female,0.0,,40.0,<=50K
100.55036665199246,Default,nan,Default,Default,Default,Default,Default,0.0,nan,40.0,<=50K
49.30429574519881,Private,,,Priv-house-serv,,,Male,,,55.56315089745987,>50K
59.47278811019411,,9.0,,Craft-repair,Husband,White,Male,0.0,,,>50K
,Private,16.0,,,,White,Male,,9088.136354568558,40.0,<=50K
64.0,State-gov,,,Craft-repair,,,Male,,0.0,400.0,>50K
102.63658094394295,Default,7.0,Default,Default,Default,Default,Default,nan,0.0,nan,<=50K
550.0,Self-emp-not-inc,10.0,Married-AF-spouse,,,Amer-Indian-Eskimo,Male,,0.0,,<=50K
,,12.999795873264524,Divorced,Craft-repair,,White,,0.0,0.0,16.571820716362687,<=50K
55.0,Self-emp-not-inc,1226.3700501743522,Married-civ-spouse,Transport-moving,,White,Male,-20308.27946112188,1902.0,50.0,>50K
43.0,Self-emp-not-inc,4.0,Divorced,Sales,Wife,,,0.0,0.0,,<=50K
198.71697724382685,Default,-934.1098465790898,Default,Default,Default,Default,Default,0.0,nan,nan,>50K
,State-gov,,Married-civ-spouse,,,,,,-460.1821797662725,,>50K
18.0,,900.0,,Other-service,Husband,,Male,0.0,,40.0,<=50K
63.0,,12.677018921286084,Married-spouse-absent,,,White,,15024000.0,0.0,56.0,>50K
51.0,,,,,,,Male,0.0,,70.0,>50K
112.42212776457609,Private,-54.719369431092346,,Exec-managerial,,Amer-Indian-Eskimo,,-21460681.573225833,,40.0,>50K
41.0,,,Married-spouse-absent,Prof-specialty,Wife,,Female,0.0,,46.0,>50K
30.847612431574827,,10.0,,Protective-serv,,Amer-Indian-Eskimo,Male,,0.0,,>50K
,,40.68136573164797,Divorced,Prof-specialty,,,,0.0,867.4923322616316,60.0,>50K
146.46629016511784,Default,9.0,Default,Default,Default,Default,Default,nan,nan,40.0,<=50K
0.0,Default,11.0,Default,Default,Default,Default,Default,0.0,nan,nan,>50K
,Private,10.0,Never-married,Craft-repair,Not-in-family,White,,0.0,0.0,40.0,<=50K
56.0,,,Married-spouse-absent,,Husband,Black,Male,0.0,0.0,45.0,<=50K
,,1500.0,Married-spouse-absent,Prof-specialty,Husband,,,,0.0,37.29849149819422,>50K
189.94988696201528,Default,13.0,Default,Default,Default,Default,Default,0.0,0.0,500.0,>50K
0.0,Default,900.0,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
,Private,45.48210263951248,Divorced,,Not-in-family,,Female,0.0,0.0,45.0,<=50K
420.0,,1400.0,Married-civ-spouse,Adm-clerical,,White,,0.0,0.0,40.0,>50K
,Federal-gov,11.0,,Prof-specialty,Unmarried,,Female,0.0,0.0,,>50K
48.11919039061,,,,,,Amer-Indian-Eskimo,,0.0,329.19420163894125,,<=50K
-55.93085544499718,Private,1100.0,,,Not-in-family,White,,99999000.0,0.0,33.6319284704382,>50K
161.57022902007446,Default,nan,Default,Default,Default,Default,Default,0.0,nan,40.0,<=50K
430.0,,9.0,Married-spouse-absent,Priv-house-serv,,,Male,-11006.436908847207,0.0,50.0,<=50K
,,10.0,Married-civ-spouse,Transport-moving,,White,Female,0.0,0.0,45.0,>50K
0.0,Default,900.0,Default,Default,Default,Default,Default,100204.59407778762,0.0,-30.24596447603146,<=50K
61.0,,,Married-civ-spouse,Sales,Husband,White,Male,-25609.366121119718,895.8229284546285,35.89370633629143,>50K
45.985277263618435,Self-emp-not-inc,10.0,Married-AF-spouse,,,Black,,,,28.0,<=50K
158.95993016557975,Default,12.403757073551073,Default,Default,Default,Default,Default,0.0,nan,40.0,<=50K
333.75548695040686,,300.0,,,,,Male,0.0,0.0,450.0,<=50K
,Self-emp-not-inc,15.466148878894703,,,Not-in-family,,,0.0,,,<=50K
0.0,Default,3.0,Default,Default,Default,Default,Default,0.0,0.0,400.0,>50K
420.0,,,,,Unmarried,White,Male,,0.0,,>50K
,,,,,,White,,,,,>50K
36.68356641234398,,,,,,,,0.0,0.0,,<=50K
0.0,Default,-2.1895611283130094,Default,Default,Default,Default,Default,0.0,-396.74864221600063,52.0,<=50K
-31.847503557324274,,,,,Wife,White,Male,0.0,-303.0259710952863,40.0,<=50K
0.0,Default,9.0,Default,Default,Default,Default,Default,nan,-2759.1726591499346,50.0,>50K
,,,,Priv-house-serv,,,,0.0,0.0,2.8196024602064753,<=50K
67.0,Private,,Married-spouse-absent,Prof-specialty,Husband,,,20051000.0,0.0,442.10714745237254,>50K
0.0,Default,0.44401778170992756,Default,Default,Default,Default,Default,99999000.0,0.0,nan,>50K
480.0,Private,11.0,Married-spouse-absent,,,Amer-Indian-Eskimo,Male,,1902.0,55.0,>50K
134.09878326646458,Default,17.996559934870692,Default,Default,Default,Default,Default,7298.0,nan,40.0,>50K
230.0,,,,,,,Female,0.0,,50.0,<=50K
22.0,,0.31020240873911753,Married-civ-spouse,,Husband,,,,0.0,,>50K
0.0,Default,13.0,Default,Default,Default,Default,Default,0.0,nan,159.59654505184133,<=50K
,Self-emp-not-inc,,Never-married,Transport-moving,,,Female,,0.0,60.0,<=50K
,Self-emp-not-inc,9.0,,,Not-in-family,,,0.0,-724.6010271967623,50.0,<=50K
0.0,Default,21.984587144724163,Default,Default,Default,Default,Default,0.0,-2216.611755573295,30.0,<=50K
72.0,Self-emp-inc,,Married-spouse-absent,Priv-house-serv,Husband,,,,-295.4975112828095,81.27750128425299,>50K
0.0,Default,-22.378600727179787,Default,Default,Default,Default,Default,0.0,nan,40.0,<=50K
,,,Married-civ-spouse,Craft-repair,Husband,,,0.0,,56.95731646861692,<=50K
,,15.230957860619032,,,,Amer-Indian-Eskimo,,0.0,,32.0,<=50K
105.34684815155609,Default,11.0,Default,Default,Default,Default,Default,nan,0.0,nan,>50K
,Private,,,Adm-clerical,,,Male,0.0,1468.8051140542698,,>50K
,State-gov,,,Craft-repair,,Amer-Indian-Eskimo,Male,0.0,,,<=50K
52.0,,9.0,Divorced,,Not-in-family,Amer-Indian-Eskimo,,0.0,,400.0,>50K
210.0,Private,13.091956562802052,,Transport-moving,,White,Male,72872.03964435725,0.0,,<=50K
0.0,Default,13.0,Default,Default,Default,Default,Default,8478478.066651937,0.0,-5.4524501515847135,<=50K
121.86675987784784,Default,6.0,Default,Default,Default,Default,Default,2910125.6376503604,0.0,300.0,<=50K
71.0,Default,,Default,Default,Default,Default,Default,,0.0,400.0,>50K
,Self-emp-not-inc,14.0,,,Not-in-family,,,20275.154117123282,0.0,45.0,>50K
115.70981472117631,Default,13.0,Default,Default,Default,Default,Default,7688.0,0.0,500.0,>50K
166.1465421951233,Default,19.680292353315757,Default,Default,Default,Default,Default,0.0,1194.0562256599958,nan,>50K
,,400.0,,Prof-specialty,Husband,,,,0.0,,>50K
119.37670482070764,Default,36.04374962366114,Default,Default,Default,Default,Default,-55154.082851147374,0.0,nan,<=50K
28.0,Self-emp-not-inc,5.0,,Protective-serv,,,,0.0,,40.0,<=50K
152.42563016848925,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,nan,>50K
114.16270266693601,,1300.0,Married-civ-spouse,Prof-specialty,,Amer-Indian-Eskimo,Male,,0.0,,>50K
0.0,Default,3.0,Default,Default,Default,Default,Default,nan,0.0,nan,<=50K
57.0,Self-emp-not-inc,,Married-spouse-absent,,,,Female,,,47.825554524141154,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,35.0,>50K
121.79234747071781,Default,9.0,Default,Default,Default,Default,Default,nan,2559.0,nan,>50K
71.4365860519733,,,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,,457.46331355381596,>50K
582.297687006554,Default,1000.0,Default,Default,Default,Default,Default,3103.0,0.0,,>50K
198.1389239645817,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,61.589445013690565,<=50K
57.29656908399245,,,Married-AF-spouse,,,,Male,,-730.2810319003795,,<=50K
21.0,,5.545322571221017,Married-AF-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,41.233817699352514,<=50K
0.0,Default,10.0,Default,Default,Default,Default,Default,nan,0.0,40.0,<=50K
70.0,,,,,Not-in-family,White,Female,0.0,129.08716503808637,,<=50K
188.31276038810293,Default,9.0,Default,Default,Default,Default,Default,0.0,1778.7179239500174,60.0,>50K
35.0,,16.188123979501988,Married-spouse-absent,Machine-op-inspct,,,Male,-32080.440820059506,0.0,437.32728015558405,>50K
,Self-emp-not-inc,10.0,,Sales,,Amer-Indian-Eskimo,Male,0.0,-88.67737753668939,16.68724523767661,<=50K
44.0,Local-gov,,,,Other-relative,,Male,,5802.357485533881,50.0,>50K
34.0,,13.0,,,Husband,,Male,0.0,0.0,40.0,>50K
180.0,?,10.0,,,Own-child,White,,,-351.38616602116605,600.0,<=50K
20.0,Private,900.0,Separated,,,,,,0.0,,>50K
580.0,Federal-gov,13.0,,,,White,,0.0,19020.0,542.6733950512356,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,33.81488446005385,>50K
,Self-emp-not-inc,,,,Husband,,Female,0.0,,370.0,>50K
46.0,Private,9.0,Married-civ-spouse,Craft-repair,Other-relative,Other,,,0.0,,<=50K
21.0,Self-emp-not-inc,10.0,,Priv-house-serv,,White,Female,,-1361.9547261956398,400.0,>50K
,,28.70298692703401,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,,0.0,,60.0,>50K
52.0,Self-emp-inc,35.95939473720551,,Exec-managerial,,Amer-Indian-Eskimo,,0.0,,41.456758853281116,>50K
149.86911253123625,Default,nan,Default,Default,Default,Default,Default,10984251.63329189,2261.6413161041924,40.0,>50K
340.0,,7.414717110788992,,,,Amer-Indian-Eskimo,Male,-2480428.044618661,311.4169395047958,40.0,>50K
,Self-emp-not-inc,,,Transport-moving,Husband,White,Male,,0.0,,<=50K
,Default,,Default,Default,Default,Default,Default,0.0,0.0,45.0,>50K
80.9305752818547,,1.2829362295417202,Divorced,,,White,,,0.0,360.0,<=50K
0.0,Default,nan,Default,Default,Default,Default,Default,nan,0.0,600.0,>50K
100.21310434283679,Default,9.0,Default,Default,Default,Default,Default,99999000.0,nan,67.27253222773525,>50K
,,3.0,,Protective-serv,,,,0.0,,60.0,>50K
-32.61039521319758,Private,,,Transport-moving,,White,,0.0,0.0,400.0,>50K
130.90880162201918,Default,nan,Default,Default,Default,Default,Default,0.0,nan,nan,<=50K
0.0,Default,1300.0,Default,Default,Default,Default,Default,0.0,0.0,338.4946657215663,<=50K
119.38339775578342,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,400.0,<=50K
,,,Married-civ-spouse,Sales,Husband,White,,-12057.757602044392,0.0,48.0,>50K
57.0,,1300.0,Married-civ-spouse,,Husband,White,,0.0,,40.0,>50K
151.8420159028601,Default,13.0,Default,Default,Default,Default,Default,12914.313014268992,0.0,40.0,>50K
,Federal-gov,13.0,,,,,,0.0,,,>50K
,,14.0,Separated,,,,,,0.0,50.46148032459603,<=50K
100.88365559319494,Default,9.0,Default,Default,Default,Default,Default,63094.55348182568,0.0,nan,<=50K
181.82233286454647,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
32.20612812639993,?,22.885610948403997,,,,,Male,0.0,0.0,55.0,>50K
,Private,14.0,,Craft-repair,Not-in-family,,,0.0,0.0,-16.168610654489946,>50K
370.0,Private,,,Prof-specialty,Wife,White,,,,600.0,>50K
,,6.0,,,,Asian-Pac-Islander,,,0.0,50.0,<=50K
0.0,Default,14.0,Default,Default,Default,Default,Default,0.0,0.0,40.0,>50K
0.0,Default,13.0,Default,Default,Default,Default,Default,nan,0.0,nan,>50K
0.0,Default,12.0,Default,Default,Default,Default,Default,nan,nan,-7.273116880133003,<=50K
44.0,State-gov,0.8677988191414219,,Prof-specialty,,Black,,0.0,0.0,,>50K
,Self-emp-not-inc,7.795482591429093,,,,White,Male,0.0,,50.0,>50K
,,5.0,,Transport-moving,,White,Male,0.0,0.0,,<=50K
,Private,7.0,Married-AF-spouse,Priv-house-serv,Not-in-family,,Female,5178000.0,,,>50K
-51.25238263886246,Self-emp-not-inc,9.0,Never-married,Priv-house-serv,Unmarried,,Female,0.0,,44.0,<=50K
29.0,Private,900.0,Never-married,,Not-in-family,,,-5195.913588672487,-1464.480677911859,40.0,>50K
144.39530777844357,Default,1000.0,Default,Default,Default,Default,Default,0.0,nan,87.61165695390997,>50K
55.0,Default,13.0,Default,Default,Default,Default,Default,0.0,0.0,23.0,<=50K
74.0,Without-pay,,,Prof-specialty,,,,0.0,0.0,40.0,<=50K
330.0,,3659.2322856109504,Married-AF-spouse,Exec-managerial,,White,,0.0,,48.33922513320028,<=50K
170.0,Private,12.0,Never-married,,Other-relative,White,,0.0,-7266.97619197512,50.0,<=50K
0.0,Default,9.0,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
26.0,Private,10.0,Married-civ-spouse,Craft-repair,,Amer-Indian-Eskimo,Male,0.0,0.0,,<=50K
60.0,,14.0,,,,White,Female,,0.0,40.0,<=50K
,Federal-gov,,Never-married,,Not-in-family,Other,Male,0.0,,55.0,<=50K
370.0,Private,10.0,,,,,,0.0,,,>50K
430.0,Self-emp-not-inc,634.5420143924625,,Priv-house-serv,Husband,White,Male,0.0,0.0,500.0,>50K
14.3013717336352,,,Married-civ-spouse,Exec-managerial,,,Female,,0.0,65.94315819637701,>50K
,,0.6772609004971724,,Craft-repair,Husband,,,0.0,,200.0,<=50K
0.0,Default,10.0,Default,Default,Default,Default,Default,15525.195031804944,0.0,nan,>50K
310.0,Private,,,,,White,Male,0.0,0.0,500.0,>50K
44.0,Self-emp-not-inc,1378.6433819988488,,,,,,,0.0,400.0,>50K
,Private,,Never-married,Other-service,,White,,,0.0,20.0,<=50K
190.49068166564246,Default,4.675197357038546,Default,Default,Default,Default,Default,0.0,nan,nan,<=50K
,Private,700.0,,Other-service,,Black,Male,,,46.705948948203485,<=50K
1169.8930196194046,,,Married-civ-spouse,,,White,,0.0,0.0,52.0,>50K
410.0,,13.0,,,,,,39493.77942719836,0.0,45.0,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,15.030126286952324,>50K
86.4839463411197,,13.0,Married-civ-spouse,Exec-managerial,,,Male,0.0,-1949.5627611730993,45.0,>50K
62.0,Self-emp-not-inc,10.0,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,23353939.142187152,0.0,,>50K
,,10.0,,Protective-serv,,,,0.0,-18101.164302366033,40.0,>50K
180.0202624650674,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,259.33768533016433,>50K
0.0,Default,7.27482669961052,Default,Default,Default,Default,Default,14968.646946051449,nan,50.0,>50K
,Private,15.0,Never-married,Machine-op-inspct,Not-in-family,,Female,-28466285.51327514,0.0,45.0,>50K
48.0,,,Married-civ-spouse,Tech-support,Other-relative,,,0.0,,64.86794558738511,<=50K
0.0,Default,28.13132961684196,Default,Default,Default,Default,Default,nan,nan,nan,>50K
197.34513555497693,Default,nan,Default,Default,Default,Default,Default,0.0,2592.628419161179,45.0,<=50K
58.0,Private,2.820999962128207,,Tech-support,,White,,0.0,0.0,46.0,<=50K
154.82661677378178,Default,14.0,Default,Default,Default,Default,Default,0.0,0.0,40.0,>50K
395.6180943303676,?,10.0,,Farming-fishing,,,,0.0,,21.222773526937324,<=50K
,Never-worked,10.0,,Prof-specialty,Other-relative,White,Female,0.0,0.0,,>50K
36.0,,10.0,Married-AF-spouse,,Wife,,Female,0.0,0.0,,<=50K
31.0,,,,Exec-managerial,,Asian-Pac-Islander,Male,,0.0,-6.435588405071329,>50K
500.0,Private,7.0,Married-civ-spouse,,Husband,,,,0.0,450.0,<=50K
,Private,,,,Husband,,Male,0.0,0.0,45.0,<=50K
,,14.035088898341762,Married-civ-spouse,Prof-specialty,Husband,White,,,3474.8677683480246,,<=50K
,Private,,Married-civ-spouse,,Husband,White,,-18660.679522494986,0.0,,>50K
114.99640348833769,Default,1000.0,Default,Default,Default,Default,Default,0.0,0.0,86.38641183435888,<=50K
420.0,,29.934490663593778,,,Husband,Amer-Indian-Eskimo,Female,,,52.0,>50K
,,,Married-spouse-absent,Prof-specialty,,,Male,8614000.0,1704.9583467674356,-2.902188336475767,>50K
,State-gov,6.8354205336340135,Divorced,,Husband,Other,,0.0,0.0,,<=50K
50.0,,13.0,,,,,Male,,0.0,650.0,>50K
146.94227990331012,Default,13.0,Default,Default,Default,Default,Default,-2840.714028121656,2465.8340343156806,nan,<=50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,0.0,800.0,>50K
44.0,Self-emp-not-inc,9.0,,,Other-relative,,,31026.81856975193,0.0,44.0,>50K
25.0,Self-emp-not-inc,900.0,Never-married,Handlers-cleaners,Other-relative,,,,,50.0,<=50K
34.0,Private,,Divorced,,,Black,,7443.0,0.0,72.03468798781927,<=50K
22.354139773256957,,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,1719.0,50.0,<=50K
270.0,Private,1200.0,Married-spouse-absent,Exec-managerial,,White,Male,,-776.1851480335706,440.0,>50K
67.0,Default,9.0,Default,Default,Default,Default,Default,11799653.682761647,-470.9320483190358,35.93512161242463,>50K
0.0,Default,6.0,Default,Default,Default,Default,Default,0.0,0.0,42.0,>50K
,,1600.0,Married-civ-spouse,?,,,,-29379910.02067668,,,>50K
,,10.0,,,,,,0.0,0.0,71.16832985212503,<=50K
,,,Married-civ-spouse,Sales,,White,Male,0.0,-18.645075733841868,,>50K
171.17271323460002,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,nan,<=50K
191.91377161895792,Default,-3.1143408864196704,Default,Default,Default,Default,Default,nan,0.0,40.0,<=50K
0.0,Default,900.0,Default,Default,Default,Default,Default,0.0,0.0,68.36317625778747,<=50K
,,9.0,Married-civ-spouse,Prof-specialty,Unmarried,,Female,,2246.0,40.0,>50K
530.0,Private,10.0,Married-civ-spouse,Sales,,White,Female,0.0,,40.0,<=50K
240.0,,9.0,,,Not-in-family,Amer-Indian-Eskimo,,-41680.44058337474,,400.0,<=50K
520.0,,1.5728993849299409,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,0.0,-18.130765126545526,>50K
58.0,,-13.62725352031887,,Craft-repair,Other-relative,White,Female,,,400.0,<=50K
107.78108696180865,Default,nan,Default,Default,Default,Default,Default,0.0,-513.1326259936484,nan,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,0.0,400.0,<=50K
,,900.0,Married-civ-spouse,Priv-house-serv,Husband,White,,,,68.50652882301638,>50K
,,1575.285325611069,,Handlers-cleaners,Other-relative,,Male,19850.709895566575,,,<=50K
30.0,,,,,Other-relative,,Female,,6515.4846674323035,85.0402146385632,<=50K
27.0,Self-emp-inc,11.0,,,,,Female,,0.0,40.0,>50K
0.0,Default,10.0,Default,Default,Default,Default,Default,0.0,nan,15.254311299910476,>50K
0.0,Default,1300.0,Default,Default,Default,Default,Default,0.0,nan,40.0,>50K
380.0,Local-gov,14.0,,,,White,Male,,,400.0,<=50K
0.0,Default,-2.9498333933195955,Default,Default,Default,Default,Default,-22916.147455517916,0.0,nan,<=50K
61.0,,13.0,Married-civ-spouse,Exec-managerial,,White,,,0.0,,>50K
17.0,?,,Married-AF-spouse,Farming-fishing,Own-child,White,Female,,,40.0,<=50K
,,1300.0,,,,,Female,0.0,0.0,,>50K
0.0,Default,1000.0,Default,Default,Default,Default,Default,0.0,0.0,150.0,>50K
,,10.0,,,Husband,Amer-Indian-Eskimo,Male,-21664.038213928656,0.0,,>50K
,Default,10.0,Default,Default,Default,Default,Default,0.0,1902.0,40.0,>50K
,,1844.5084679251167,,?,,,Female,0.0,0.0,25.0,<=50K
159.1142346377589,Default,9.0,Default,Default,Default,Default,Default,-6846.237081145064,0.0,45.0,<=50K
37.0,State-gov,,,Adm-clerical,,White,,0.0,0.0,25.0,<=50K
802.364556587272,Self-emp-not-inc,,,,Wife,White,Female,,,68.12793823968322,>50K
,Self-emp-not-inc,9.0,Married-spouse-absent,,Husband,Amer-Indian-Eskimo,,0.0,,200.0,>50K
34.0,,,Divorced,,Not-in-family,White,,3281.287273748444,0.0,40.0,>50K
38.0,Local-gov,,Married-AF-spouse,Prof-specialty,,,Male,,-166.39966778641707,,>50K
0.0,Default,1000.0,Default,Default,Default,Default,Default,0.0,0.0,45.0,<=50K
0.0,Default,0.26194861704666295,Default,Default,Default,Default,Default,51997.444577079914,0.0,10.0,<=50K
54.0,,1300.0,,Prof-specialty,Husband,,,,0.0,71.86726924663279,>50K
0.0,Default,nan,Default,Default,Default,Default,Default,0.0,nan,-1.4225103490509703,<=50K
,Private,900.0,Married-civ-spouse,Sales,,White,,0.0,,60.0,>50K
193.87565863413136,Default,13.0,Default,Default,Default,Default,Default,7688.0,0.0,40.0,<=50K
0.0,Default,9.0,Default,Default,Default,Default,Default,-49995822.82306038,nan,nan,<=50K
27.0,Self-emp-not-inc,,,,Own-child,,Male,2116.9276839457348,,8.0,<=50K
190.0,,681.5238843850892,Married-AF-spouse,,Own-child,,,0.0,0.0,40.0,<=50K
51.0,,600.0,,,Not-in-family,,,0.0,,40.0,<=50K
,Private,18.347855063643465,,Prof-specialty,,,,0.0,0.0,558.7945771381147,<=50K
189.75198401525859,Default,nan,Default,Default,Default,Default,Default,nan,nan,23.0,<=50K
270.0,Private,9.0,Married-AF-spouse,,Own-child,White,,0.0,,,<=50K
,,9.0,,,Husband,,,0.0,818.8583473108037,57.057184104704874,<=50K
31.0,Never-worked,-541.338278618663,,,Not-in-family,Black,,89405.05774036518,0.0,400.0,<=50K
80.63257384541025,,13.0,Never-married,Adm-clerical,,White,,0.0,284.3531395886587,58.50827532489117,>50K
32.0,Private,,Married-civ-spouse,,,Amer-Indian-Eskimo,Male,41467264.596873,0.0,,>50K
27.0,Private,,,,,,,0.0,240.52635329961308,,<=50K
65.0,Self-emp-inc,,Married-civ-spouse,Sales,,,,10605000.0,0.0,36.0,>50K
25.0,Default,,Default,Default,Default,Default,Default,0.0,1438.5859918503993,40.0,<=50K
52.0,,10.0,,,Unmarried,White,,4787000.0,0.0,44.0,>50K
130.74309710071412,,,Married-civ-spouse,,Husband,White,,,0.0,200.0,>50K
192.51653789597918,Default,-613.8897856386463,Default,Default,Default,Default,Default,0.0,1221.4395933607914,40.0,<=50K
,Self-emp-not-inc,13.0,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,,0.0,,44.355581248567404,>50K
54.0,,-5.577381076846613,Married-civ-spouse,Priv-house-serv,Husband,,Male,0.0,0.0,40.0,>50K
46.0,Self-emp-not-inc,9.0,,,Not-in-family,Amer-Indian-Eskimo,,,-286.19669211411883,19.203467112523896,>50K
